web-scraper-order,web-scraper-start-url,patent_link,patent_link-href,patent_date,patent_abstract,patent_number,patent_assignee,referenced_by_link,referenced_by_link-href,citator_link,citator_link-href,pagination,pagination-href,citator_patent_number,citator_date
1519573868-409,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=0&f=S&l=50&d=PTXT&RS=ABST%2F%22polylactic+acid%22&Query=ABST%2F%22polylactic+acid%22&TD=621&Srch1=%22polylactic+acid%22.ABTX.&StartAt=Jump+To&StartNum=615,Polylactic acid microspheres and process for producing the same,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=614&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,1991,"Polylactic acid microspheres having an average particle diameter of about
     0.1 to 10 .mu.m which are produced from solution containing a
     physiologically active substance by the solvent-evaporation drying
     process. The microspheres are produced by emulsifying the solution in a
     non-solvent by the aid of ultrasonic wave. The microspheres produce a
     sustained release effect of the physiologically active substance.","4,994,281","Sanraku Incorporated
 (Tokyo, 
JP)


Biomaterials Universe Incorporated
 (Kyoto, 
JP)",[Referenced By],http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=0&f=S&l=50&d=PALL&Query=ref/4994281,Stable spray-dried protein formulations,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=20&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281,,,"6,956,021",2005
1519573871-410,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=0&f=S&l=50&d=PTXT&RS=ABST%2F%22polylactic+acid%22&Query=ABST%2F%22polylactic+acid%22&TD=621&Srch1=%22polylactic+acid%22.ABTX.&StartAt=Jump+To&StartNum=615,Polylactic acid microspheres and process for producing the same,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=614&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,1991,"Polylactic acid microspheres having an average particle diameter of about
     0.1 to 10 .mu.m which are produced from solution containing a
     physiologically active substance by the solvent-evaporation drying
     process. The microspheres are produced by emulsifying the solution in a
     non-solvent by the aid of ultrasonic wave. The microspheres produce a
     sustained release effect of the physiologically active substance.","4,994,281","Sanraku Incorporated
 (Tokyo, 
JP)


Biomaterials Universe Incorporated
 (Kyoto, 
JP)",[Referenced By],http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=0&f=S&l=50&d=PALL&Query=ref/4994281,Particles for inhalation having sustained release properties,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=19&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281,,,"7,048,908",2006
1519573875-411,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=0&f=S&l=50&d=PTXT&RS=ABST%2F%22polylactic+acid%22&Query=ABST%2F%22polylactic+acid%22&TD=621&Srch1=%22polylactic+acid%22.ABTX.&StartAt=Jump+To&StartNum=615,Polylactic acid microspheres and process for producing the same,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=614&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,1991,"Polylactic acid microspheres having an average particle diameter of about
     0.1 to 10 .mu.m which are produced from solution containing a
     physiologically active substance by the solvent-evaporation drying
     process. The microspheres are produced by emulsifying the solution in a
     non-solvent by the aid of ultrasonic wave. The microspheres produce a
     sustained release effect of the physiologically active substance.","4,994,281","Sanraku Incorporated
 (Tokyo, 
JP)


Biomaterials Universe Incorporated
 (Kyoto, 
JP)",[Referenced By],http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=0&f=S&l=50&d=PALL&Query=ref/4994281,Particles for inhalation having sustained release properties,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=18&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281,,,"7,052,678",2006
1519573878-412,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=0&f=S&l=50&d=PTXT&RS=ABST%2F%22polylactic+acid%22&Query=ABST%2F%22polylactic+acid%22&TD=621&Srch1=%22polylactic+acid%22.ABTX.&StartAt=Jump+To&StartNum=615,Polylactic acid microspheres and process for producing the same,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=614&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,1991,"Polylactic acid microspheres having an average particle diameter of about
     0.1 to 10 .mu.m which are produced from solution containing a
     physiologically active substance by the solvent-evaporation drying
     process. The microspheres are produced by emulsifying the solution in a
     non-solvent by the aid of ultrasonic wave. The microspheres produce a
     sustained release effect of the physiologically active substance.","4,994,281","Sanraku Incorporated
 (Tokyo, 
JP)


Biomaterials Universe Incorporated
 (Kyoto, 
JP)",[Referenced By],http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=0&f=S&l=50&d=PALL&Query=ref/4994281,"Microencapsulated 3-piperidinyl-substituted 1,2-benzisoxazoles and
     1,2-benzisothiazoles",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=17&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281,,,"7,118,763",2006
1519573881-413,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=0&f=S&l=50&d=PTXT&RS=ABST%2F%22polylactic+acid%22&Query=ABST%2F%22polylactic+acid%22&TD=621&Srch1=%22polylactic+acid%22.ABTX.&StartAt=Jump+To&StartNum=615,Polylactic acid microspheres and process for producing the same,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=614&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,1991,"Polylactic acid microspheres having an average particle diameter of about
     0.1 to 10 .mu.m which are produced from solution containing a
     physiologically active substance by the solvent-evaporation drying
     process. The microspheres are produced by emulsifying the solution in a
     non-solvent by the aid of ultrasonic wave. The microspheres produce a
     sustained release effect of the physiologically active substance.","4,994,281","Sanraku Incorporated
 (Tokyo, 
JP)


Biomaterials Universe Incorporated
 (Kyoto, 
JP)",[Referenced By],http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=0&f=S&l=50&d=PALL&Query=ref/4994281,Particulate compositions for pulmonary delivery,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=16&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281,,,"7,182,961",2007
1519573885-414,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=0&f=S&l=50&d=PTXT&RS=ABST%2F%22polylactic+acid%22&Query=ABST%2F%22polylactic+acid%22&TD=621&Srch1=%22polylactic+acid%22.ABTX.&StartAt=Jump+To&StartNum=615,Polylactic acid microspheres and process for producing the same,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=614&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,1991,"Polylactic acid microspheres having an average particle diameter of about
     0.1 to 10 .mu.m which are produced from solution containing a
     physiologically active substance by the solvent-evaporation drying
     process. The microspheres are produced by emulsifying the solution in a
     non-solvent by the aid of ultrasonic wave. The microspheres produce a
     sustained release effect of the physiologically active substance.","4,994,281","Sanraku Incorporated
 (Tokyo, 
JP)


Biomaterials Universe Incorporated
 (Kyoto, 
JP)",[Referenced By],http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=0&f=S&l=50&d=PALL&Query=ref/4994281,"Induced phase transition method for the production of microparticles
     containing hydrophilic active agents",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=15&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281,,,"7,252,842",2007
1519573894-415,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=0&f=S&l=50&d=PTXT&RS=ABST%2F%22polylactic+acid%22&Query=ABST%2F%22polylactic+acid%22&TD=621&Srch1=%22polylactic+acid%22.ABTX.&StartAt=Jump+To&StartNum=615,Polylactic acid microspheres and process for producing the same,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=614&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,1991,"Polylactic acid microspheres having an average particle diameter of about
     0.1 to 10 .mu.m which are produced from solution containing a
     physiologically active substance by the solvent-evaporation drying
     process. The microspheres are produced by emulsifying the solution in a
     non-solvent by the aid of ultrasonic wave. The microspheres produce a
     sustained release effect of the physiologically active substance.","4,994,281","Sanraku Incorporated
 (Tokyo, 
JP)


Biomaterials Universe Incorporated
 (Kyoto, 
JP)",[Referenced By],http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=0&f=S&l=50&d=PALL&Query=ref/4994281,Particulate compositions for pulmonary delivery,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=14&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281,,,"7,384,649",2008
1519573899-416,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=0&f=S&l=50&d=PTXT&RS=ABST%2F%22polylactic+acid%22&Query=ABST%2F%22polylactic+acid%22&TD=621&Srch1=%22polylactic+acid%22.ABTX.&StartAt=Jump+To&StartNum=615,Polylactic acid microspheres and process for producing the same,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=614&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,1991,"Polylactic acid microspheres having an average particle diameter of about
     0.1 to 10 .mu.m which are produced from solution containing a
     physiologically active substance by the solvent-evaporation drying
     process. The microspheres are produced by emulsifying the solution in a
     non-solvent by the aid of ultrasonic wave. The microspheres produce a
     sustained release effect of the physiologically active substance.","4,994,281","Sanraku Incorporated
 (Tokyo, 
JP)


Biomaterials Universe Incorporated
 (Kyoto, 
JP)",[Referenced By],http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=0&f=S&l=50&d=PALL&Query=ref/4994281,"Microencapsulated 3-piperidinyl-substituted 1,2-benzisoxazoles and
     1,2-benzisothiazoles",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=13&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281,,,"7,547,452",2009
1519573905-417,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=0&f=S&l=50&d=PTXT&RS=ABST%2F%22polylactic+acid%22&Query=ABST%2F%22polylactic+acid%22&TD=621&Srch1=%22polylactic+acid%22.ABTX.&StartAt=Jump+To&StartNum=615,Polylactic acid microspheres and process for producing the same,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=614&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,1991,"Polylactic acid microspheres having an average particle diameter of about
     0.1 to 10 .mu.m which are produced from solution containing a
     physiologically active substance by the solvent-evaporation drying
     process. The microspheres are produced by emulsifying the solution in a
     non-solvent by the aid of ultrasonic wave. The microspheres produce a
     sustained release effect of the physiologically active substance.","4,994,281","Sanraku Incorporated
 (Tokyo, 
JP)


Biomaterials Universe Incorporated
 (Kyoto, 
JP)",[Referenced By],http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=0&f=S&l=50&d=PALL&Query=ref/4994281,Particles for inhalation having sustained release properties,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=12&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281,,,"7,628,977",2009
1519573909-418,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=0&f=S&l=50&d=PTXT&RS=ABST%2F%22polylactic+acid%22&Query=ABST%2F%22polylactic+acid%22&TD=621&Srch1=%22polylactic+acid%22.ABTX.&StartAt=Jump+To&StartNum=615,Polylactic acid microspheres and process for producing the same,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=614&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,1991,"Polylactic acid microspheres having an average particle diameter of about
     0.1 to 10 .mu.m which are produced from solution containing a
     physiologically active substance by the solvent-evaporation drying
     process. The microspheres are produced by emulsifying the solution in a
     non-solvent by the aid of ultrasonic wave. The microspheres produce a
     sustained release effect of the physiologically active substance.","4,994,281","Sanraku Incorporated
 (Tokyo, 
JP)


Biomaterials Universe Incorporated
 (Kyoto, 
JP)",[Referenced By],http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=0&f=S&l=50&d=PALL&Query=ref/4994281,Particles for inhalation having sustained release properties,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=11&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281,,,"7,678,364",2010
1519573915-419,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=0&f=S&l=50&d=PTXT&RS=ABST%2F%22polylactic+acid%22&Query=ABST%2F%22polylactic+acid%22&TD=621&Srch1=%22polylactic+acid%22.ABTX.&StartAt=Jump+To&StartNum=615,Polylactic acid microspheres and process for producing the same,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=614&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,1991,"Polylactic acid microspheres having an average particle diameter of about
     0.1 to 10 .mu.m which are produced from solution containing a
     physiologically active substance by the solvent-evaporation drying
     process. The microspheres are produced by emulsifying the solution in a
     non-solvent by the aid of ultrasonic wave. The microspheres produce a
     sustained release effect of the physiologically active substance.","4,994,281","Sanraku Incorporated
 (Tokyo, 
JP)


Biomaterials Universe Incorporated
 (Kyoto, 
JP)",[Referenced By],http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=0&f=S&l=50&d=PALL&Query=ref/4994281,Implantable polymeric device for sustained release of buprenorphine,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=10&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281,,,"7,736,665",2010
1519573919-420,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=0&f=S&l=50&d=PTXT&RS=ABST%2F%22polylactic+acid%22&Query=ABST%2F%22polylactic+acid%22&TD=621&Srch1=%22polylactic+acid%22.ABTX.&StartAt=Jump+To&StartNum=615,Polylactic acid microspheres and process for producing the same,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=614&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,1991,"Polylactic acid microspheres having an average particle diameter of about
     0.1 to 10 .mu.m which are produced from solution containing a
     physiologically active substance by the solvent-evaporation drying
     process. The microspheres are produced by emulsifying the solution in a
     non-solvent by the aid of ultrasonic wave. The microspheres produce a
     sustained release effect of the physiologically active substance.","4,994,281","Sanraku Incorporated
 (Tokyo, 
JP)


Biomaterials Universe Incorporated
 (Kyoto, 
JP)",[Referenced By],http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=0&f=S&l=50&d=PALL&Query=ref/4994281,Immunomodulatory agent-polymeric compounds,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=9&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281,,,"8,629,151",2014
1519573921-421,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=0&f=S&l=50&d=PTXT&RS=ABST%2F%22polylactic+acid%22&Query=ABST%2F%22polylactic+acid%22&TD=621&Srch1=%22polylactic+acid%22.ABTX.&StartAt=Jump+To&StartNum=615,Polylactic acid microspheres and process for producing the same,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=614&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,1991,"Polylactic acid microspheres having an average particle diameter of about
     0.1 to 10 .mu.m which are produced from solution containing a
     physiologically active substance by the solvent-evaporation drying
     process. The microspheres are produced by emulsifying the solution in a
     non-solvent by the aid of ultrasonic wave. The microspheres produce a
     sustained release effect of the physiologically active substance.","4,994,281","Sanraku Incorporated
 (Tokyo, 
JP)


Biomaterials Universe Incorporated
 (Kyoto, 
JP)",[Referenced By],http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=0&f=S&l=50&d=PALL&Query=ref/4994281,"Method and device for continuously preparing microspheres, and collection
     unit thereof",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=8&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281,,,"8,641,900",2014
1519573924-422,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=0&f=S&l=50&d=PTXT&RS=ABST%2F%22polylactic+acid%22&Query=ABST%2F%22polylactic+acid%22&TD=621&Srch1=%22polylactic+acid%22.ABTX.&StartAt=Jump+To&StartNum=615,Polylactic acid microspheres and process for producing the same,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=614&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,1991,"Polylactic acid microspheres having an average particle diameter of about
     0.1 to 10 .mu.m which are produced from solution containing a
     physiologically active substance by the solvent-evaporation drying
     process. The microspheres are produced by emulsifying the solution in a
     non-solvent by the aid of ultrasonic wave. The microspheres produce a
     sustained release effect of the physiologically active substance.","4,994,281","Sanraku Incorporated
 (Tokyo, 
JP)


Biomaterials Universe Incorporated
 (Kyoto, 
JP)",[Referenced By],http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=0&f=S&l=50&d=PALL&Query=ref/4994281,Implantable polymeric device for sustained release of dopamine agonist,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=7&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281,,,"8,852,623",2014
1519573928-423,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=0&f=S&l=50&d=PTXT&RS=ABST%2F%22polylactic+acid%22&Query=ABST%2F%22polylactic+acid%22&TD=621&Srch1=%22polylactic+acid%22.ABTX.&StartAt=Jump+To&StartNum=615,Polylactic acid microspheres and process for producing the same,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=614&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,1991,"Polylactic acid microspheres having an average particle diameter of about
     0.1 to 10 .mu.m which are produced from solution containing a
     physiologically active substance by the solvent-evaporation drying
     process. The microspheres are produced by emulsifying the solution in a
     non-solvent by the aid of ultrasonic wave. The microspheres produce a
     sustained release effect of the physiologically active substance.","4,994,281","Sanraku Incorporated
 (Tokyo, 
JP)


Biomaterials Universe Incorporated
 (Kyoto, 
JP)",[Referenced By],http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=0&f=S&l=50&d=PALL&Query=ref/4994281,Immunomodulatory agent-polymeric compounds,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=6&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281,,,"9,006,254",2015
1519573932-424,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=0&f=S&l=50&d=PTXT&RS=ABST%2F%22polylactic+acid%22&Query=ABST%2F%22polylactic+acid%22&TD=621&Srch1=%22polylactic+acid%22.ABTX.&StartAt=Jump+To&StartNum=615,Polylactic acid microspheres and process for producing the same,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=614&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,1991,"Polylactic acid microspheres having an average particle diameter of about
     0.1 to 10 .mu.m which are produced from solution containing a
     physiologically active substance by the solvent-evaporation drying
     process. The microspheres are produced by emulsifying the solution in a
     non-solvent by the aid of ultrasonic wave. The microspheres produce a
     sustained release effect of the physiologically active substance.","4,994,281","Sanraku Incorporated
 (Tokyo, 
JP)


Biomaterials Universe Incorporated
 (Kyoto, 
JP)",[Referenced By],http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=0&f=S&l=50&d=PALL&Query=ref/4994281,Dose selection of adjuvanted synthetic nanocarriers,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=5&f=G&l=50&d=PALL&S1=4994281.UREF.&OS=ref/4994281&RS=REF/4994281,,,"9,066,978",2015
