Label;Id;patent_title;link;data;assignee;abstract
6,620,196;193;Intervertebral disc nucleus implants and methods;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=87&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2003;;
6,638,308;194;Bioabsorbable breast implant;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=86&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2003;;
6,881,226;195;Bioabsorbable breast implant;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=85&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2005;;
6,893,466;196;Intervertebral disc nucleus implants and methods;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=84&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2005;;
7,204,851;197;Method and apparatus for delivering an intervertebral disc implant;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=83&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2007;;
7,503,936;198;Methods for forming and retaining intervertebral disc implants;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=82&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2009;;
7,520,900;199;Intervertebral disc nucleus implants and methods;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=81&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2009;;
7,575,596;200;"Two-layer external breast prosthesis with self-shaping feature and process
     for the manufacture thereof";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=80&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2009;;
7,618,461;201;Composite intervertebral disc implants and methods for forming the same;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=79&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2009;;
7,637,948;202;Tissue marking implant;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=78&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2009;;
7,819,918;203;Implantable tissue repair device;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=77&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2010;;
7,857,818;204;Method and apparatus for delivering an intervertebral disc implant;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=76&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2010;;
7,871,438;205;Tissue marking implant;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=75&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2011;;
7,871,440;206;Unitary surgical device and method;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=74&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2011;;
8,066,750;207;Port structures for non-rigid bone plates;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=73&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2011;;
8,157,862;208;Tissue marking implant;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=72&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2012;;
8,177,792;209;Plugged tip delivery tube for marker placement;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=71&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2012;;
8,202,316;210;Modulating buttress saline mammary prosthesis;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=70&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2012;;
8,219,182;211;Cavity-filling biopsy site markers;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=69&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2012;;
8,224,424;212;Tissue site markers for in vivo imaging;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=68&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2012;;
8,288,745;213;Method of utilizing an implant for targeting external beam radiation;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=67&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2012;;
8,311,610;214;Biopsy tissue marker;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=66&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2012;;
8,313,527;215;Soft prosthesis shell texturing method;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=65&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2012;;
8,361,082;216;Marker delivery device with releasable plug;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=64&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2013;;
8,401,622;217;Biopsy marker with in situ-generated imaging properties;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=63&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2013;;
8,437,834;218;Breast marker;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=62&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2013;;
8,447,386;219;Marker or filler forming fluid;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=61&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2013;;
8,486,028;220;Tissue marking apparatus having drug-eluting tissue marker;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=60&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2013;;
8,487,012;221;Open celled foams, implants including them and processes for making same;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=59&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2013;;
8,498,693;222;Intracorporeal marker and marker delivery device;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=58&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2013;;
8,506,627;223;Soft filled prosthesis shell with discrete fixation surfaces;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=57&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2013;;
8,541,764;224;Method of utilizing an implant for targeting external beam radiation;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=56&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2013;;
8,546,458;225;Process for texturing materials;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=55&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2013;;
8,579,931;226;Apparatus for the percutaneous marking of a lesion;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=54&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2013;;
8,626,269;227;Fibrous marker and intracorporeal delivery thereof;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=53&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2014;;
8,626,270;228;Cavity-filling biopsy site markers;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=52&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2014;;
8,634,899;229;Multi mode imaging marker;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=51&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2014;;
8,639,315;230;Marker or filler forming fluid;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=50&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2014;;
8,668,737;231;Tissue marking implant;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=49&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2014;;
8,670,818;232;Marker delivery device for tissue marker placement;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=48&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2014;;
8,679,279;233;Methods for creating foam-like texture;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=47&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2014;;
8,679,570;234;Foam-like materials and methods for producing same;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=46&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2014;;
8,680,498;235;Method of utilizing an implant in a human breast;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=45&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2014;;
8,685,296;236;Porogen compositions, method of making and uses;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=44&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2014;;
8,718,745;237;Tissue site markers for in vivo imaging;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=43&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2014;;
8,784,433;238;Plugged tip delivery tube for marker placement;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=42&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2014;;
8,801,782;239;Surgical methods for breast reconstruction or augmentation;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=41&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2014;;
D715,442;240;Tissue marker for intracorporeal site identification;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=40&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2014;;
D715,942;241;Tissue marker for intracorporeal site identification;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=39&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2014;;
D716,450;242;Tissue marker for intracorporeal site identification;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=38&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2014;;
D716,451;243;Tissue marker for intracorporeal site identification;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=37&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2014;;
8,877,822;244;Porogen compositions, methods of making and uses;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=36&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2014;;
8,880,154;245;Fibrous marker and intracorporeal delivery thereof;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=35&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2014;;
8,889,751;246;Porous materials, methods of making and uses;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=34&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2014;;
8,951,596;247;Implants and methods for manufacturing same;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=33&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2015;;
8,965,486;248;Cavity filling biopsy site markers;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=32&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2015;;
9,039,763;249;Tissue marking implant;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=31&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2015;;
9,042,965;250;Biopsy marker with in situ-generated imaging properties;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=30&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2015;;
9,044,162;251;Marker delivery device with releasable plug;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=29&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2015;;
9,044,897;252;Porous materials, methods of making and uses;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=28&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2015;;
9,072,821;253;Biocompatible structures and compositions;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=27&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2015;;
9,138,308;254;Mucosal tissue adhesion via textured surface;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=26&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2015;;
9,138,309;255;Porous materials, methods of making and uses;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=25&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2015;;
9,138,310;256;Soft prosthesis shell texturing method;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=24&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2015;;
9,138,311;257;Soft filled prosthesis shell with discrete fixation surfaces;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=23&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2015;;
9,149,341;258;Deployment of polysaccharide markers for treating a site within a patient;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=22&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2015;;
9,155,613;259;Methods for creating foam-like texture;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=21&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2015;;
9,205,577;260;Porogen compositions, methods of making and uses;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=20&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2015;;
9,237,937;261;Cavity-filling biopsy site markers;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=19&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2016;;
9,327,061;262;Porous bioabsorbable implant;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=18&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2016;;
9,351,823;263;Therapeutic breast implants;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=17&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2016;;
9,393,106;264;Soft filled prosthesis shell with discrete fixation surfaces;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=16&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2016;;
9,480,554;265;Tissue marking implant;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=15&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2016;;
9,522,502;266;Porous materials, methods of making and uses;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=14&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2016;;
9,539,086;267;Soft filled prosthesis shell with variable texture;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=13&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2017;;
9,579,077;268;Multiple imaging mode tissue marker;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=12&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2017;;
9,579,159;269;Apparatus for the percutaneous marking of a lesion;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=11&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2017;;
9,593,224;270;Porogen compositions, methods of making and uses;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=10&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2017;;
9,649,093;271;Cavity-filling biopsy site markers;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=9&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2017;;
9,688,006;272;Device and method for making a variable surface breast implant;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=8&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2017;;
9,724,189;273;Breast implant system;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=7&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2017;;
9,801,688;274;Fibrous marker and intracorporeal delivery thereof;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=6&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2017;;
9,808,338;275;Soft filled prosthesis shell with variable texture;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=5&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2017;;
9,820,824;276;Deployment of polysaccharide markers for treating a site within a patent;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=4&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2017;;
9,848,956;277;Self-contained, self-piercing, side-expelling marking apparatus;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=3&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2017;;
9,848,972;278;Dual plane breast implant;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=2&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2017;;
9,861,294;279;Marker delivery device with releasable plug;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=1&f=G&l=50&d=PALL&S1=4428082.UREF.&OS=ref/4428082&RS=REF/4428082;2018;;
4,439,198;280;"Biodegradable ocular insert for controlled delivery of ophthalmic
     medication";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=618&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22;1984;University of Illinois Foundation;"An ocular insert is disclosed that is attachable to the third eyelid of
     animals to provide controlled delivery of ophthalmic medication. The
     insert includes a disc impregnated with medication in controlled-release
     form and a biodegradable spear for attachment of the insert to the third
     eyelid. An insert effective for treatment of infectious bovine
     keratoconjunctivitis comprises a disc impregnated with chloramphenicol
     sodium monosuccinate and a spear of biodegradable polylactic acid which
     provides for retention of the insert in the eye, and consequent
     medication, for up to seven days."
